sampleNames;sample;Year;site;enrichment;enrichment;days;Period;folder;Info4;Expname;Experimentator;Csource;CsourceBeta;biomass.enriched;filter.fraction;oxygen;thiosulfate;ammonium;nitrite;nitrate;methylamine;cellulose;starch;veratric.acid;soil.seepage;necromass;R2A;leaf.leachate;16S.gene.copies.per.L;dev;PNK;Before
T2F-1-0-1-um;T2F-1-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2F-1-0-2-um;T2F-1-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.26E+07;1.26E+07;8.94E+05;autotrophy
T2F-13C-1-0-1-um;T2F-13C-1-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2F-13C-1-0-2-um;T2F-13C-1-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.45E+07;4.45E+07;1.57E+06;autotrophy
T2F-13C-2-0-1-um;T2F-13C-2-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2F-13C-2-0-2-um;T2F-13C-2-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.53E+07;4.53E+07;2.92E+07;autotrophy
T2F-13C-3-0-1-um;T2F-13C-3-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2F-13C-3-0-2-um;T2F-13C-3-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.41E+04;7.41E+04;2.70E+04;autotrophy
T2F-2-0-1-um;T2F-2-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2F-2-0-2-um;T2F-2-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;2.95E+07;2.95E+07;4.46E+04;autotrophy
T2F-3-0-1-um;T2F-3-0-1-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T2F-3-0-2-um;T2F-3-0-2-um;2019;H52;Autotrophy;Autotrophy;21;3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.32E+05;4.32E+05;2.74E+04;autotrophy
T3-1-0-1-um;T3-1-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3-1-0-2-um;T3-1-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.23E+09;4.23E+09;7.42E+08;autotrophy
T3-13C-1-0-1-um;T3-13C-1-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3-13C-1-0-2-um;T3-13C-1-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.23E+09;1.23E+09;1.94E+08;autotrophy
T3-13C-2-0-1-um;T3-13C-2-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3-13C-2-0-2-um;T3-13C-2-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.10E+10;1.10E+10;3.02E+09;autotrophy
T3-13C-3-0-1-um;T3-13C-3-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3-13C-3-0-2-um;T3-13C-3-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.44E+09;1.44E+09;3.74E+08;autotrophy
T3-2-0-1-um;T3-2-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3-2-0-2-um;T3-2-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;3.58E+09;3.58E+09;2.29E+08;autotrophy
T3-3-0-1-um;T3-3-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3-3-0-2-um;T3-3-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;2.12E+09;2.12E+09;7.66E+07;autotrophy
T3F-1-0-1-um;T3F-1-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3F-1-0-2-um;T3F-1-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;4.61E+07;4.61E+07;7.61E+06;autotrophy
T3F-13C-1-0-1-um;T3F-13C-1-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3F-13C-1-0-2-um;T3F-13C-1-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.37E+07;1.37E+07;8.63E+05;autotrophy
T3F-13C-2-0-1-um;T3F-13C-2-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3F-13C-2-0-2-um;T3F-13C-2-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.30E+08;1.30E+08;2.24E+07;autotrophy
T3F-13C-3-0-1-um;T3F-13C-3-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3F-13C-3-0-2-um;T3F-13C-3-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;7.49E+06;7.49E+06;2.65E+05;autotrophy
T3F-2-0-1-um;T3F-2-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3F-2-0-2-um;T3F-2-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;3.09E+06;3.09E+06;3.48E+05;autotrophy
T3F-3-0-1-um;T3F-3-0-1-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.1;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;NA;NA;NA;autotrophy
T3F-3-0-2-um;T3F-3-0-2-um;2019;H52;Autotrophy;Autotrophy;42;>3weeks;11-2019 04 12 H52 autotrophy;11-Autotrophy;H52AutoSIP;BMH;autotrophy;autotrophy;yes;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.79E+07;1.79E+07;3.97E+06;autotrophy
u;u;2021;H52;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;no;yes;yes;yes;no;no;no;no;no;no;no;no;2.40E+09;2.40E+09;3.49E+08;autotrophy
v;v;2021;H52;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.33E+09;1.33E+09;4.12E+08;autotrophy
w;w;2021;H52;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;1.45E+08;1.45E+08;1.61E+07;autotrophy
x;x;2021;H52;Autotrophy;Autotrophy;69;>3weeks;12-2021 01 14Autotrophy-SIPsulf;12-Autotrophy;AutotrophyEnr;MT;autotrophy;autotrophy;no;0.2;anoxic;yes;yes;no;yes;no;no;no;no;no;no;no;no;2.77E+09;2.77E+09;2.27E+08;autotrophy
